state,datacenter_name,metadata
Texas,2323 Bryan Street (DFW10),"Digital Realty | 2323 Bryan Street | 75201 | Dallas | Texas, | USA | 2323 Bryan Street is located in downtown Dallas and consists of over 477,000 square feet."
Texas,Aligned DFW-02,"Aligned Data Centers | 2800 Summit Avenue | 75074 | Plano | Texas, | USA | 220,000 square feet facility constructed in the 2022. 36 MW of power capacity."
Texas,ServerMania Dallas Data Center,"ServerMania Inc | 3000 Irving Blvd | 75247 | Dallas | Texas, | USA | Please see the profile for further details about ServerMania Dallas Data Center."
Texas,Project Orange,"Unknown Company | 201 Sunrise Road | 75146 | Lancaster | Texas, | USA | Sited on 116 acres at 201 Sunrise Road, the project is designed to deliver seven purpose‑built data center buildings, each with an estimated 36 MW of IT capacity and approximately 226,630 sq ft (≈21,055 m²) of floorspace."
Texas,Skybox Atlantic Station,"Skybox Datacenters | 2300 W Plano Pkwy | 75075 | Plano | Texas, | USA | Atlantic Station is an industrial and data center campus situated on a 64-acre site with an onsite substation in the DFW metroplex."
Texas,Skybox Legacy Campus,"Skybox Datacenters | within about 25 miles north of Downtown Austin | 75075 | Plano | Texas, | USA | Skybox Legacy campus in Dallas provides immediate availability and customization options for businesses requiring datacenter solutions within a major technology hub."
Texas,Consolidated Dallas,"Consolidated Communications | 400 S Akard St | 75202 | Dallas | Texas, | USA | The Consolidated Communications Dallas Data Center is a state-of-the-art facility designed to ensure the utmost reliability and security for your data needs."
Texas,Skybox PowerCampus Dallas,"Skybox Datacenters | within near Interstate 35E | 75146 | Lancaster | Texas, | USA | Skybox PowerCampus in Dallas provides a strategic location and massive power capacity, designed for hyperscale deployments and growth-focused enterprises."
Texas,Core Scientific Denton,"Core Scientific | 8171 Jim Christal Rd | 76207 | Denton | Texas, | USA | Core Scientific Denton represents a significant advancement in the data center industry. Established in 2022 in Denton, Texas, this state-of-the-art facility spans 31 acres, with a substantial 30,000 square feet under roof."
Texas,Wowrack Dallas,"Wowrack | 4939 Reading St | 75247 | Dallas | Texas, | USA | Rack Asset Realty, led by Wowrack founder Erward Osckar, is renovating a former T-Mobile switch site in Dallas, Texas into a 20,000 sq ft data center. The site, originally built in 1956 and equipped with 1MW of generator capacity, was previously used by Sprint before T-Mobile’s acquisition."
Texas,NTT Garland Campus,"NTT DATA, Inc. | 2008-2108 Lookout Drive | 75044 | Garland | Texas, | USA | Please see the profile for further details about NTT Garland Campus."
Texas,QTS South Dallas Campus,"QTS Data Centers | 303 Mason Rd | 75146 | Lancaster | Texas, | USA | Please see the profile for further details about QTS South Dallas Campus."
Texas,Aligned DFW-03,"Aligned Data Centers | 3801 Britton Rd | 76063 | Mansfield | Texas, | USA | The Aligned DFW-03 Data Center, located in Mansfield, Texas, is a cutting-edge facility designed to meet the rising demand for AI, cloud, and enterprise applications."
Texas,Stream DC DFW-VIII - Wilmer,"Stream Data Centers | 60 Sunrise Road | 75146 | Wilmer | Texas, | USA | Please see the profile for further details about Stream DC DFW-VIII - Wilmer."
Texas,QumulusAI Denton,"QumulusAI | 750 Precision Dr | 76207 | Denton | Texas, | USA | QumulusAI Denton is a planned modular data center in Texas, USA, designed for AI and cryptomining services, featuring up to eight modules and an estimated 20MW capacity."
Texas,QTS Irving DC3,"QTS Data Centers | 6351 Longhorn Drive | 75063 | Irving | Texas, | USA | QTS DFW1-DC3 expands colocation capacity with a focus on sustainability and efficiency within the growing Dallas-Fort Worth technology market."
Texas,Aligned Plano Campus,"Aligned Data Centers | 2800 Summit Avenue | 75074 | Plano | Texas, | USA | Aligned Data Centers Plano Campus is home to the DFW-01 and DFW-02 data centers."
Texas,Lincoln Red Oak Campus,"Lincoln Property Company | within Red Oak, Texas along the newly opened Loop 9 highway | 75154 | Red Oak | Texas, | USA | Please see the profile for further details about Lincoln Red Oak Campus."
Texas,DataBank Red Oak Campus,"DataBank | Batchler Rd & Stainback Rd | 75154 | Red Oak | Texas, | USA | Please see the profile for further details about DataBank Red Oak Campus."
Texas,Nexus Hubbard Campus,"Nexus Data Centers | 880 State Hwy 171 | 76648 | Hubbard | Texas, | USA | Nexus Data Centers proposes a 600MW natural gas-powered data center campus on a 2,000-acre site in Hubbard, Texas, featuring water harvesting technology."
Texas,CyrusOne Whitney Campus,"CyrusOne Data Centers | 557 County Rd 3610 | 76692 | Whitney | Texas, | USA | Please see the profile for further details about CyrusOne Whitney Campus."
Texas,CyrusOne DFW6 - Richardson,"CyrusOne Data Centers | 1510 E Lookout Dr | 75082 | Richardson | Texas, | USA | CyrusOne's DFW6 data center, located at 1510 E Lookout Drive in Richardson, Texas, is a state-of-the-art facility designed to meet the growing demands of the digital age."
Texas,1000 Coit Road,"Lincoln Property Company | 1000 Coit Rd | 75075 | Plano | Texas, | USA | The property at 1000 Coit Road, owned by Lincoln Rackhouse, is a state-of-the-art data center located in the Dallas/Fort Worth area."
Texas,Google Midlothian Data Center,"Google | 3800 Railport Pkwy | 76065 | Midlothian | Texas, | USA | Google's Midlothian Data Center provides critical infrastructure within the Dallas-Fort Worth metroplex, supports renewable energy initiatives, and fosters economic growth in Texas."
Texas,Prometheus TX-1,"Prometheus Hyperscale | 6998 Farm to Market 987 | 75160 | Terrell | Texas, | USA | Terrell, TX: a 200MW “AI Inference Factory” campus—200MW behind ENGIE's adjacent BESS with existing grid connection and 138kV substation, dual transmission lines, hyperscaler-grade fiber reach, and 500 acres of flat land in the Texas I-35 spine."
Texas,QTS South Dallas DC2,"QTS Data Centers | 303 Mason Rd | 75146 | Lancaster | Texas, | USA | The facility will be a two-story data center spanning 470,000 square feet (43,664 sqm), with construction set to begin in May 2025 and completion expected by June 2026."
Texas,Equinix DA12-1,"Equinix | 1550 W Mockingbird Ln | 75235 | Dallas | Texas, | USA | Equinix DA12-1 is a planned four-story, 372,515 sq ft data center in Dallas, Texas, with an investment exceeding $542.8 million."
Texas,QTS South Dallas DC1,"QTS Data Centers | 303 Mason Rd | 75146 | Lancaster | Texas, | USA | Please see the profile for further details about QTS Lancaster."
Texas,Cisco Richardson Data Center,"Cisco Systems | 2300 E President George Bush Hwy | 75082 | Richardson | Texas, | USA | Please see the profile for further details about Cisco Richardson Data Center."
Texas,DataBank - 2323 Bryan St,"DataBank | 2323 Bryan St | 75201 | Dallas | Texas, | USA | 2323 Bryan St is one of multiple interconnect focused data centers in Dallas, TX, the 4th largest market in the US."
Texas,CleanArc Dallas Campus,"CleanArc Data Centers | within along the Stemmons Corridor | 75207 | Dallas | Texas, | USA | CleanArc Dallas Campus is a 245MW hyperscale data center development in Dallas, Texas, partnering with Crow Holdings on a 40-acre site in the Stemmons Corridor, with initial delivery of a 70MW building expected in late 2027."
Texas,QTS South Dallas DC3,"QTS Data Centers | 303 Mason Rd | 75146 | Lancaster | Texas, | USA | The facility will be a two-story data center spanning 560,000 square feet (52,025 sqm), with construction set to begin in November 2025 and completion expected by January 2027."
Texas,Psychz Dallas,"Psychz Networks | 1515 Roundtable Dr | 75457 | Dallas | Texas, | USA | Psychz Networks  - At our Los Angeles datacenter, all cooling equipment is independently dual-powered, including chillers, ventilating and air-conditioning (HVAC) systems for complete climate control."
Texas,Project Labrador,"Unknown Company | 1401 Greene Road | 75146 | Lancaster | Texas, | USA | Planned for a 419‑acre site at 1401 Greene Road, the project would feature five two‑story data center buildings and four substations, delivering around 1.07 million sq ft (≈99,400 m²) of technical space."
Texas,365 Data Centers - Dallas,"365 Data Centers | 2323 Bryan St. | 75201 | Dallas | Texas, | USA | Atlantic Metro Communications DFW2 - Premier Dallas Colocation Space - Fully Managed Services"
Texas,CyrusOne DFW7 - Fort Worth,"CyrusOne Data Centers | Asphalt Dr | 76179 | Fort Worth | Texas, | USA | Please see the profile for further details about CyrusOne DFW7 - Fort Worth."
Texas,Edged Dallas-Fort Worth DFW01 Campus,"Edged Energy | 505 N Wildwood Dr | 75061 | Irving | Texas, | USA | Edged Dallas-Fort Worth DFW01 is a 24MW data center in Irving, Texas, featuring a waterless cooling system designed for high-density AI infrastructure with exceptional energy efficiency."
Texas,LightEdge - Dallas,"LightEdge | 2501 State Hwy 121 | 75067 | Lewisville | Texas, | USA | LightEdge's Lewisville Data Center is a Tier 4 hybrid cloud facility strategically located just 10 minutes from Dallas-Fort Worth International Airport. It is part of one of the most secure data center campuses in the country, featuring military-style security and 2-N redundancy."
Texas,PowerHouse Grand Prairie,"PowerHouse Data Centers | 881 Miller Rd | 76065 | Midlothian | Texas, | USA | PowerHouse Data Centers and Provident are developing a 1.8GW, 24-building data center campus on 768 acres in Venus, Texas, serving the Dallas market. The first 500MW tranche is ERCOT-approved, with the first building expected online in May 2026."
Texas,Equinix DA12 Campus,"Equinix | 1550 W Mockingbird Ln | 75235 | Dallas | Texas, | USA | Equinix is developing the DA12 Campus in Dallas, Texas, a multi-building data center project with significant investment and planned construction phases."
Texas,Mobius Partners - Farmers Branch,"Mobius Partners | 4215 N. Beltwood Pkwy | 75244 | Farmers Branch | Texas, | USA | Farmers Branch, Addison Location, Managed Services, Colocation, Virtual Servers, Dedicated Servers, 24x7 Support, Since 1996, Two locations, Addison, Tx and Englewood, Colorado"
Texas,Windstream Dallas,"Windstream | 600 N Pearl St | 75201 | Dallas | Texas, | USA | Please see the profile for further details about Windstream Dallas."
Texas,Meta Fort Worth Data Center,"Meta | 4500 Like Way | 76177 | Fort Worth | Texas, | USA | Meta Fort Worth Data Center offers expansive capacity, supports renewable energy initiatives, and is a major investment in Texas's thriving technology sector."
Texas,Amazon AWS - 2300 Coates Road,"Amazon AWS | 2300 Coates Rd | 76048 | Granbury | Texas, | USA | Amazon AWS - 2300 Coates Road is a data center development located in Granbury, Texas, spanning over 1,265 acres."
Texas,Compass Red Oak - 300 Houston School Rd,"Compass Datacenters | 300 Houston School Rd | 75154 | Red Oak | Texas, | USA | Please see the profile for further details about Compass Red Oak."
Texas,DataBank DFW11 - Red Oak,"DataBank | Batchler Rd & Stainback Rd | 75154 | Red Oak | Texas, | USA | DataBank is expanding its footprint in Texas with the development of DFW11, a two-story, 425,170-square-foot data center at its Red Oak campus in Ellis County. The facility represents a $325 million investment and is scheduled for construction from December 2025 through January 2028."
Texas,Yondr Lancaster,"Yondr Group | within Lancaster, south of Dallas | TBA | Lancaster | Texas, | USA | Yondr Group has announced plans to develop a 550MW data center campus in Lancaster, Texas, just south of Dallas. The company has secured a 163-acre site for the project, which is expected to break ground in 2026."
Texas,DataBank DFW12 - Red Oak,"DataBank | Batchler Rd & Stainback Rd | 75154 | Red Oak | Texas, | USA | DataBank’s DFW12 is the second of two new data centers planned for its expansive Red Oak campus in Ellis County, Texas. Like its twin, DFW11, this facility will be a two-story, 425,170-square-foot building, with an estimated investment of $325 million."
Texas,Project Annie,"Soluna Computing | within Tyson Nick Solar Project | 75460 | Paris | Texas, | USA | Soluna Holdings is launching Project Annie, a 75MW solar-powered data center in northeast Texas. This facility will be colocated with a 114MW solar farm, marking Soluna’s first deployment utilizing solar energy."
Texas,Edged Dallas-Fort Worth DFW02,"Edged Energy | I-20 & Chapin School Rd | 76126 | Fort Worth | Texas, | USA | Edged is planning a new data center campus in Fort Worth, Texas, as part of a broader development initiative with PMB Capital Investments."
Texas,4099 Hereford Street,"Frasier Cole | 4099 Hereford St | 76043 | Glen Rose | Texas, | USA | A 190-acre data center campus is planned for development in Glen Rose, Texas, offering scalable capacity and cutting-edge technology to meet growing demand for high-performance computing and cloud services."
Texas,Amazon AWS - Somervell County,"Amazon AWS | within adjacent to Comanche Peak nuclear plant | 76043 | Glen Rose | Texas, | USA | Amazon AWS is developing a large-scale data center campus, Project Spectrum, adjacent to the Comanche Peak nuclear plant in Somervell County, Texas, with an estimated investment of $5 billion."
